65.98639455782313, 54.899229024943324
67.07482993197279, 57.0302403628118
68.02721088435374, 59.16154195011339
68.9795918367347, 60.866176870748305
70.06802721088435, 62.57052154195012
71.02040816326532, 63.421823129251706
72.10884353741497, 64.27283446712019
73.06122448979592, 64.48413605442178
74.01360544217687, 64.48210430839003
74.96598639455782, 64.05340589569161
76.05442176870748, 63.19775056689343
77.00680272108843, 62.129052154195016
78.09523809523809, 60.63339682539683
79.04761904761905, 58.71136507936509
80, 57.00266666666668
81.08843537414965, 54.44034467120182
82.0408163265306, 52.0916462585034
82.99319727891155, 49.52961451247167
84.08163265306122, 46.32729251700682
85.03401360544218, 43.125260770975075
85.98639455782313, 39.496562358276655
87.0748299319728, 35.867573696145136
88.02721088435375, 32.025541950113386
88.9795918367347, 28.61017687074831
90.06802721088435, 24.554521541950123
91.0204081632653, 20.49915646258505
91.97278911564625, 17.083791383219975
93.06122448979592, 13.881469387755118
94.01360544217687, 11.106104308390044
94.96598639455783, 9.184072562358295
96.05442176870747, 7.475083900226764
97.00680272108845, 6.193052154195016
98.09523809523809, 5.550730158730161
99.04761904761905, 5.975365079365105
99.99999999999999, 6.613333333333358
